station,date,value,model
KMIA,2024-12-25,77.3,GFS
KMIA,2024-12-26,80.0,GFS
KMIA,2024-12-27,77.9,GFS
KMIA,2024-12-28,77.6,GFS
KMIA,2024-12-29,76.3,GFS
KMIA,2024-12-30,80.5,GFS
KMIA,2024-12-31,82.0,GFS
KMIA,2025-01-01,80.5,GFS
KMIA,2025-01-02,78.2,GFS
KMIA,2025-01-03,77.2,GFS
KMIA,2025-01-04,71.5,GFS
KMIA,2025-01-05,74.3,GFS
KMIA,2025-01-06,80.6,GFS
KMIA,2025-01-07,73.3,GFS
KMIA,2025-01-08,71.0,GFS
KMIA,2025-01-09,66.8,GFS
KMIA,2025-01-10,72.4,GFS
KMIA,2025-01-11,75.1,GFS
KMIA,2025-01-12,75.5,GFS
KMIA,2025-01-13,77.3,GFS
KMIA,2025-01-14,73.7,GFS
KMIA,2025-01-15,74.7,GFS
KMIA,2025-01-16,73.2,GFS
KMIA,2025-01-17,69.2,GFS
KMIA,2025-01-18,79.7,GFS
KMIA,2025-01-19,81.6,GFS
KMIA,2025-01-20,77.3,GFS
KMIA,2025-01-21,78.9,GFS
KMIA,2025-01-22,73.5,GFS
KMIA,2025-01-23,59.1,GFS
KMIA,2025-01-24,58.8,GFS
KMIA,2025-01-25,71.3,GFS
KMIA,2025-01-26,73.5,GFS
KMIA,2025-01-27,78.3,GFS
KMIA,2025-01-28,79.1,GFS
KMIA,2025-01-29,79.8,GFS
KMIA,2025-01-30,78.2,GFS
KMIA,2025-01-31,77.5,GFS
KMIA,2025-02-01,82.8,GFS
KMIA,2025-02-02,81.1,GFS
KMIA,2025-02-03,80.9,GFS
KMIA,2025-02-04,81.8,GFS
KMIA,2025-02-05,80.2,GFS
KMIA,2025-02-06,80.1,GFS
KMIA,2025-02-07,81.8,GFS
KMIA,2025-02-08,81.8,GFS
KMIA,2025-02-09,81.6,GFS
KMIA,2025-02-10,81.1,GFS
KMIA,2025-02-11,80.5,GFS
KMIA,2025-02-12,80.2,GFS
KMIA,2025-02-13,82.5,GFS
KMIA,2025-02-14,83.9,GFS
KMIA,2025-02-15,80.4,GFS
KMIA,2025-02-16,84.2,GFS
KMIA,2025-02-17,80.5,GFS
KMIA,2025-02-18,82.2,GFS
KMIA,2025-02-19,83.6,GFS
KMIA,2025-02-20,79.1,GFS
KMIA,2025-02-21,73.7,GFS
KMIA,2025-02-22,72.8,GFS
KMIA,2025-02-23,76.7,GFS
KMIA,2025-02-24,73.9,GFS
KMIA,2025-02-25,78.7,GFS
KMIA,2025-02-26,79.9,GFS
KMIA,2025-02-27,81.4,GFS
KMIA,2025-02-28,80.9,GFS
KMIA,2025-03-01,79.3,GFS
KMIA,2025-03-02,80.6,GFS
KMIA,2025-03-03,78.1,GFS
KMIA,2025-03-04,77.3,GFS
KMIA,2025-03-05,83.4,GFS
KMIA,2025-03-06,78.7,GFS
KMIA,2025-03-07,75.6,GFS
KMIA,2025-03-08,82.6,GFS
KMIA,2025-03-09,87.9,GFS
KMIA,2025-03-10,87.6,GFS
KMIA,2025-03-11,78.0,GFS
KMIA,2025-03-12,80.0,GFS
KMIA,2025-03-13,78.6,GFS
KMIA,2025-03-14,82.1,GFS
KMIA,2025-03-15,81.3,GFS
KMIA,2025-03-16,83.6,GFS
KMIA,2025-03-17,78.8,GFS
KMIA,2025-03-18,77.3,GFS
KMIA,2025-03-19,80.3,GFS
KMIA,2025-03-20,86.3,GFS
KMIA,2025-03-21,76.6,GFS
KMIA,2025-03-22,75.5,GFS
KMIA,2025-03-23,79.0,GFS
KMIA,2025-03-24,82.7,GFS
KMIA,2025-03-25,82.9,GFS
KMIA,2025-03-26,82.6,GFS
KMIA,2025-03-27,82.3,GFS
KMIA,2025-03-28,80.3,GFS
KMIA,2025-03-29,78.2,GFS
KMIA,2025-03-30,79.6,GFS
KMIA,2025-03-31,83.5,GFS
KMIA,2025-04-01,87.4,GFS
KMIA,2025-04-02,84.3,GFS
KMIA,2025-04-03,84.0,GFS
KMIA,2025-04-04,83.6,GFS
KMIA,2025-04-05,83.8,GFS
KMIA,2025-04-06,83.0,GFS
KMIA,2025-04-07,85.9,GFS
KMIA,2025-04-08,82.2,GFS
KMIA,2025-04-09,79.7,GFS
KMIA,2025-04-10,80.9,GFS
KMIA,2025-04-11,82.7,GFS
KMIA,2025-04-12,81.5,GFS
KMIA,2025-04-13,80.2,GFS
KMIA,2025-04-14,81.8,GFS
KMIA,2025-04-15,84.5,GFS
KMIA,2025-04-16,84.6,GFS
KMIA,2025-04-17,83.3,GFS
KMIA,2025-04-18,81.4,GFS
KMIA,2025-04-19,81.4,GFS
KMIA,2025-04-20,83.4,GFS
KMIA,2025-04-21,82.0,GFS
KMIA,2025-04-22,81.4,GFS
KMIA,2025-04-23,83.0,GFS
KMIA,2025-04-24,82.9,GFS
KMIA,2025-04-25,82.7,GFS
KMIA,2025-04-26,83.8,GFS
KMIA,2025-04-27,84.3,GFS
KMIA,2025-04-28,84.6,GFS
KMIA,2025-04-29,82.6,GFS
KMIA,2025-04-30,82.7,GFS
KMIA,2025-05-01,83.5,GFS
KMIA,2025-05-02,85.1,GFS
KMIA,2025-05-03,82.8,GFS
KMIA,2025-05-04,83.6,GFS
KMIA,2025-05-05,84.0,GFS
KMIA,2025-05-06,86.0,GFS
KMIA,2025-05-07,85.5,GFS
KMIA,2025-05-08,85.9,GFS
KMIA,2025-05-09,86.3,GFS
KMIA,2025-05-10,86.6,GFS
KMIA,2025-05-11,85.1,GFS
KMIA,2025-05-12,80.8,GFS
KMIA,2025-05-13,86.5,GFS
KMIA,2025-05-14,87.8,GFS
KMIA,2025-05-15,88.3,GFS
KMIA,2025-05-16,89.0,GFS
KMIA,2025-05-17,89.2,GFS
KMIA,2025-05-18,89.1,GFS
KMIA,2025-05-19,90.3,GFS
KMIA,2025-05-20,89.4,GFS
KMIA,2025-05-21,92.6,GFS
KMIA,2025-05-22,91.6,GFS
KMIA,2025-05-23,89.3,GFS
KMIA,2025-05-24,90.2,GFS
KMIA,2025-05-25,89.7,GFS
KMIA,2025-05-26,90.6,GFS
KMIA,2025-05-27,88.5,GFS
KMIA,2025-05-28,90.7,GFS
KMIA,2025-05-29,89.9,GFS
KMIA,2025-05-30,91.9,GFS
KMIA,2025-05-31,93.0,GFS
KMIA,2025-06-01,87.9,GFS
KMIA,2025-06-02,88.4,GFS
KMIA,2025-06-03,77.0,GFS
KMIA,2025-06-04,84.6,GFS
KMIA,2025-06-05,84.4,GFS
KMIA,2025-06-06,86.9,GFS
KMIA,2025-06-07,90.1,GFS
KMIA,2025-06-08,90.7,GFS
KMIA,2025-06-09,89.8,GFS
KMIA,2025-06-10,89.3,GFS
KMIA,2025-06-11,88.8,GFS
KMIA,2025-06-12,88.3,GFS
KMIA,2025-06-13,88.7,GFS
KMIA,2025-06-14,88.9,GFS
KMIA,2025-06-15,89.4,GFS
KMIA,2025-06-16,89.9,GFS
KMIA,2025-06-17,89.5,GFS
KMIA,2025-06-18,89.4,GFS
KMIA,2025-06-19,89.7,GFS
KMIA,2025-06-20,91.0,GFS
KMIA,2025-06-21,90.3,GFS
KMIA,2025-06-22,87.9,GFS
KMIA,2025-06-23,89.3,GFS
KMIA,2025-06-24,88.9,GFS
KMIA,2025-06-25,87.2,GFS
KMIA,2025-06-26,86.7,GFS
KMIA,2025-06-27,89.0,GFS
KMIA,2025-06-28,89.3,GFS
KMIA,2025-06-29,89.5,GFS
KMIA,2025-06-30,90.0,GFS
KMIA,2025-07-01,87.2,GFS
KMIA,2025-07-02,86.7,GFS
KMIA,2025-07-03,86.6,GFS
KMIA,2025-07-04,83.9,GFS
KMIA,2025-07-05,85.5,GFS
KMIA,2025-07-06,85.4,GFS
KMIA,2025-07-07,91.7,GFS
KMIA,2025-07-08,92.8,GFS
KMIA,2025-07-09,91.7,GFS
KMIA,2025-07-10,90.6,GFS
KMIA,2025-07-11,89.3,GFS
KMIA,2025-07-12,90.5,GFS
KMIA,2025-07-13,88.8,GFS
KMIA,2025-07-14,89.4,GFS
KMIA,2025-07-15,85.2,GFS
KMIA,2025-07-16,87.4,GFS
KMIA,2025-07-17,89.3,GFS
KMIA,2025-07-18,92.0,GFS
KMIA,2025-07-19,91.7,GFS
KMIA,2025-07-20,92.3,GFS
KMIA,2025-07-21,93.4,GFS
KMIA,2025-07-22,92.2,GFS
KMIA,2025-07-23,87.8,GFS
KMIA,2025-07-24,90.4,GFS
KMIA,2025-07-25,90.8,GFS
KMIA,2025-07-26,91.2,GFS
KMIA,2025-07-27,92.2,GFS
KMIA,2025-07-28,92.7,GFS
KMIA,2025-07-29,90.7,GFS
KMIA,2025-07-30,92.6,GFS
KMIA,2025-07-31,95.1,GFS
KMIA,2025-08-01,93.1,GFS
KMIA,2025-08-02,93.8,GFS
KMIA,2025-08-03,93.3,GFS
KMIA,2025-08-04,90.8,GFS
KMIA,2025-08-05,94.2,GFS
KMIA,2025-08-06,93.7,GFS
KMIA,2025-08-07,88.0,GFS
KMIA,2025-08-08,89.4,GFS
KMIA,2025-08-09,85.8,GFS
KMIA,2025-08-10,86.4,GFS
KMIA,2025-08-11,87.5,GFS
KMIA,2025-08-12,87.9,GFS
KMIA,2025-08-13,91.5,GFS
KMIA,2025-08-14,90.8,GFS
KMIA,2025-08-15,91.7,GFS
KMIA,2025-08-16,92.0,GFS
KMIA,2025-08-17,90.1,GFS
KMIA,2025-08-18,93.7,GFS
KMIA,2025-08-19,93.5,GFS
KMIA,2025-08-20,95.2,GFS
KMIA,2025-08-21,91.0,GFS
KMIA,2025-08-22,92.2,GFS
KMIA,2025-08-23,89.9,GFS
KMIA,2025-08-24,91.9,GFS
KMIA,2025-08-25,93.5,GFS
KMIA,2025-08-26,93.0,GFS
KMIA,2025-08-27,92.6,GFS
KMIA,2025-08-28,92.6,GFS
KMIA,2025-08-29,92.7,GFS
KMIA,2025-08-30,90.8,GFS
KMIA,2025-08-31,92.8,GFS
KMIA,2025-09-01,92.0,GFS
KMIA,2025-09-02,92.9,GFS
KMIA,2025-09-03,92.8,GFS
KMIA,2025-09-04,86.8,GFS
KMIA,2025-09-05,86.5,GFS
KMIA,2025-09-06,83.7,GFS
KMIA,2025-09-07,89.9,GFS
KMIA,2025-09-08,90.7,GFS
KMIA,2025-09-09,86.5,GFS
KMIA,2025-09-10,88.4,GFS
KMIA,2025-09-11,89.1,GFS
KMIA,2025-09-12,86.1,GFS
KMIA,2025-09-13,86.0,GFS
KMIA,2025-09-14,88.1,GFS
KMIA,2025-09-15,86.9,GFS
KMIA,2025-09-16,88.3,GFS
KMIA,2025-09-17,84.4,GFS
KMIA,2025-09-18,82.7,GFS
KMIA,2025-09-19,88.9,GFS
KMIA,2025-09-20,86.1,GFS
KMIA,2025-09-21,84.6,GFS
KMIA,2025-09-22,87.2,GFS
KMIA,2025-09-23,85.4,GFS
KMIA,2025-09-24,87.1,GFS
KMIA,2025-09-25,88.1,GFS
KMIA,2025-09-26,89.0,GFS
KMIA,2025-09-27,88.4,GFS
KMIA,2025-09-28,85.5,GFS
KMIA,2025-09-29,89.4,GFS
KMIA,2025-09-30,90.8,GFS
KMIA,2025-10-01,89.3,GFS
KMIA,2025-10-02,87.1,GFS
KMIA,2025-10-03,86.0,GFS
KMIA,2025-10-04,87.9,GFS
KMIA,2025-10-05,87.4,GFS
KMIA,2025-10-06,86.5,GFS
KMIA,2025-10-07,88.3,GFS
KMIA,2025-10-08,85.5,GFS
KMIA,2025-10-09,88.1,GFS
KMIA,2025-10-10,80.1,GFS
KMIA,2025-10-11,83.9,GFS
KMIA,2025-10-12,84.3,GFS
KMIA,2025-10-13,86.3,GFS
KMIA,2025-10-14,85.4,GFS
KMIA,2025-10-15,85.0,GFS
KMIA,2025-10-16,84.7,GFS
KMIA,2025-10-17,83.7,GFS
KMIA,2025-10-18,84.0,GFS
KMIA,2025-10-19,85.3,GFS
KMIA,2025-10-20,88.1,GFS
KMIA,2025-10-21,90.1,GFS
KMIA,2025-10-22,89.5,GFS
KMIA,2025-10-23,87.2,GFS
KMIA,2025-10-24,86.4,GFS
KMIA,2025-10-25,84.0,GFS
KMIA,2025-10-26,84.8,GFS
KMIA,2025-10-27,87.7,GFS
KMIA,2025-10-28,86.4,GFS
KMIA,2025-10-29,84.4,GFS
KMIA,2025-10-30,79.8,GFS
KMIA,2025-10-31,76.2,GFS
KMIA,2025-11-01,81.0,GFS
KMIA,2025-11-02,83.1,GFS
KMIA,2025-11-03,85.6,GFS
KMIA,2025-11-04,80.2,GFS
KMIA,2025-11-05,81.2,GFS
KMIA,2025-11-06,82.9,GFS
KMIA,2025-11-07,86.2,GFS
KMIA,2025-11-08,86.0,GFS
KMIA,2025-11-09,86.3,GFS
KMIA,2025-11-10,83.0,GFS
KMIA,2025-11-11,68.5,GFS
KMIA,2025-11-12,75.2,GFS
KMIA,2025-11-13,76.0,GFS
KMIA,2025-11-14,79.6,GFS
KMIA,2025-11-15,80.8,GFS
KMIA,2025-11-16,82.7,GFS
KMIA,2025-11-17,81.4,GFS
KMIA,2025-11-18,82.2,GFS
KMIA,2025-11-19,83.7,GFS
KMIA,2025-11-20,82.3,GFS
KMIA,2025-11-21,83.5,GFS
KMIA,2025-11-22,81.9,GFS
KMIA,2025-11-23,83.6,GFS
KMIA,2025-11-24,83.1,GFS
KMIA,2025-11-25,82.2,GFS
KMIA,2025-11-26,82.5,GFS
KMIA,2025-11-27,83.3,GFS
KMIA,2025-11-28,74.0,GFS
KMIA,2025-11-29,76.5,GFS
KMIA,2025-11-30,79.0,GFS
KMIA,2025-12-01,82.4,GFS
KMIA,2025-12-02,85.2,GFS
KMIA,2025-12-03,80.9,GFS
KMIA,2025-12-04,81.5,GFS
KMIA,2025-12-05,82.0,GFS
KMIA,2025-12-06,83.2,GFS
KMIA,2025-12-07,83.1,GFS
KMIA,2025-12-08,85.3,GFS
KMIA,2025-12-09,76.9,GFS
KMIA,2025-12-10,82.2,GFS
KMIA,2025-12-11,76.5,GFS
KMIA,2025-12-12,78.5,GFS
KMIA,2025-12-13,78.9,GFS
KMIA,2025-12-14,82.7,GFS
KMIA,2025-12-15,75.4,GFS
KMIA,2025-12-16,76.4,GFS
KMIA,2025-12-17,77.7,GFS
KMIA,2025-12-18,81.1,GFS
KMIA,2025-12-19,85.4,GFS
KMIA,2025-12-20,83.0,GFS
KMIA,2025-12-21,81.7,GFS
KMIA,2025-12-22,79.3,GFS
KMIA,2025-12-23,78.9,GFS
KMIA,2025-12-24,79.4,GFS
KMIA,2025-12-25,80.3,GFS
KMIA,2025-12-26,80.9,GFS
KMIA,2025-12-27,80.2,GFS
KMIA,2025-12-28,80.5,GFS
KMIA,2025-12-29,82.7,GFS
KMIA,2025-12-30,74.4,GFS
KMIA,2025-12-31,63.3,GFS
KMIA,2026-01-01,66.9,GFS
KMIA,2026-01-02,71.2,GFS
KMIA,2026-01-03,76.2,GFS
KMIA,2026-01-04,79.7,GFS
KMIA,2026-01-05,80.2,GFS
KMIA,2026-01-06,79.1,GFS
KMIA,2026-01-07,80.0,GFS
KMIA,2026-01-08,81.4,GFS
KMIA,2026-01-09,80.7,GFS
KMIA,2026-01-10,79.9,GFS
KMIA,2026-01-11,83.1,GFS
KMIA,2026-01-12,76.5,GFS
KMIA,2026-01-13,72.1,GFS
KMIA,2026-01-14,77.6,GFS
KMIA,2026-01-15,71.1,GFS
KMIA,2026-01-16,67.1,GFS
KMIA,2026-01-17,77.0,GFS
KMIA,2026-01-18,79.9,GFS
KMIA,2026-01-19,67.0,GFS
KMIA,2026-01-20,74.4,GFS
KMIA,2026-01-21,71.0,GFS
KMIA,2026-01-22,73.4,GFS
KMIA,2026-01-23,79.0,GFS
KMIA,2026-01-24,80.3,GFS
KMIA,2026-01-25,80.2,GFS
KMIA,2026-01-26,86.8,GFS
KMIA,2026-01-27,78.0,GFS
KMIA,2026-01-28,64.3,GFS
KMIA,2026-01-29,71.8,GFS
KMIA,2026-01-30,67.5,GFS
KMIA,2026-01-31,65.6,GFS
KMIA,2026-02-01,56.6,GFS
KMIA,2026-02-02,56.8,GFS
KMIA,2026-02-03,69.1,GFS
KMIA,2026-02-04,74.0,GFS
KMIA,2026-02-05,75.8,GFS
KMIA,2026-02-06,64.5,GFS
KMIA,2026-02-07,78.2,GFS
KMIA,2026-02-08,72.7,GFS
KMIA,2026-02-09,73.9,GFS
KMIA,2026-02-10,75.2,GFS
KMIA,2026-02-11,77.0,GFS
KMIA,2026-02-12,80.0,GFS
KMIA,2026-02-13,79.6,GFS
KMIA,2026-02-14,77.9,GFS
KMIA,2026-02-15,79.1,GFS
KMIA,2026-02-16,84.5,GFS
KMIA,2026-02-17,78.8,GFS
KMIA,2026-02-18,78.0,GFS
KMIA,2026-02-19,80.2,GFS
KMIA,2026-02-20,82.6,GFS
KMIA,2026-02-21,82.2,GFS
KMIA,2026-02-22,87.3,GFS
KMIA,2026-02-23,73.5,GFS
KMIA,2026-02-24,65.6,GFS
KMIA,2026-02-25,71.8,GFS
KMIA,2024-02-03,73.5,ECMWF
KMIA,2024-02-04,73.5,ECMWF
KMIA,2024-02-05,66.5,ECMWF
KMIA,2024-02-06,69.9,ECMWF
KMIA,2024-02-07,74.1,ECMWF
KMIA,2024-02-08,73.6,ECMWF
KMIA,2024-02-09,74.2,ECMWF
KMIA,2024-02-10,75.4,ECMWF
KMIA,2024-02-11,77.2,ECMWF
KMIA,2024-02-12,81.0,ECMWF
KMIA,2024-02-13,79.8,ECMWF
KMIA,2024-02-14,77.1,ECMWF
KMIA,2024-02-15,75.0,ECMWF
KMIA,2024-02-16,77.0,ECMWF
KMIA,2024-02-17,79.4,ECMWF
KMIA,2024-02-18,74.1,ECMWF
KMIA,2024-02-19,67.7,ECMWF
KMIA,2024-02-20,69.3,ECMWF
KMIA,2024-02-21,71.3,ECMWF
KMIA,2024-02-22,73.0,ECMWF
KMIA,2024-02-23,76.1,ECMWF
KMIA,2024-02-24,74.4,ECMWF
KMIA,2024-02-25,73.7,ECMWF
KMIA,2024-02-26,73.6,ECMWF
KMIA,2024-02-27,75.3,ECMWF
KMIA,2024-02-28,77.1,ECMWF
KMIA,2024-02-29,79.0,ECMWF
KMIA,2024-03-01,77.5,ECMWF
KMIA,2024-03-02,78.0,ECMWF
KMIA,2024-03-03,80.0,ECMWF
KMIA,2024-03-04,81.1,ECMWF
KMIA,2024-03-05,80.4,ECMWF
KMIA,2024-03-06,77.6,ECMWF
KMIA,2024-03-07,83.2,ECMWF
KMIA,2024-03-08,82.5,ECMWF
KMIA,2024-03-09,81.7,ECMWF
KMIA,2024-03-10,85.5,ECMWF
KMIA,2024-03-11,77.7,ECMWF
KMIA,2024-03-12,77.8,ECMWF
KMIA,2024-03-13,79.9,ECMWF
KMIA,2024-03-14,80.7,ECMWF
KMIA,2024-03-15,81.3,ECMWF
KMIA,2024-03-16,82.4,ECMWF
KMIA,2024-03-17,82.8,ECMWF
KMIA,2024-03-18,86.4,ECMWF
KMIA,2024-03-19,80.7,ECMWF
KMIA,2024-03-20,76.2,ECMWF
KMIA,2024-03-21,79.7,ECMWF
KMIA,2024-03-22,74.0,ECMWF
KMIA,2024-03-23,73.9,ECMWF
KMIA,2024-03-24,77.7,ECMWF
KMIA,2024-03-25,77.4,ECMWF
KMIA,2024-03-26,78.5,ECMWF
KMIA,2024-03-27,79.4,ECMWF
KMIA,2024-03-28,85.8,ECMWF
KMIA,2024-03-29,76.9,ECMWF
KMIA,2024-03-30,75.4,ECMWF
KMIA,2024-03-31,76.6,ECMWF
KMIA,2024-04-01,78.3,ECMWF
KMIA,2024-04-02,81.3,ECMWF
KMIA,2024-04-03,85.7,ECMWF
KMIA,2024-04-04,80.5,ECMWF
KMIA,2024-04-05,79.0,ECMWF
KMIA,2024-04-06,79.8,ECMWF
KMIA,2024-04-07,78.2,ECMWF
KMIA,2024-04-08,77.2,ECMWF
KMIA,2024-04-09,78.2,ECMWF
KMIA,2024-04-10,80.5,ECMWF
KMIA,2024-04-11,84.2,ECMWF
KMIA,2024-04-12,81.4,ECMWF
KMIA,2024-04-13,79.5,ECMWF
KMIA,2024-04-14,77.5,ECMWF
KMIA,2024-04-15,79.0,ECMWF
KMIA,2024-04-16,80.2,ECMWF
KMIA,2024-04-17,79.6,ECMWF
KMIA,2024-04-18,81.4,ECMWF
KMIA,2024-04-19,81.7,ECMWF
KMIA,2024-04-20,83.1,ECMWF
KMIA,2024-04-21,83.7,ECMWF
KMIA,2024-04-22,81.2,ECMWF
KMIA,2024-04-23,78.0,ECMWF
KMIA,2024-04-24,79.5,ECMWF
KMIA,2024-04-25,81.3,ECMWF
KMIA,2024-04-26,80.5,ECMWF
KMIA,2024-04-27,78.9,ECMWF
KMIA,2024-04-28,78.7,ECMWF
KMIA,2024-04-29,80.2,ECMWF
KMIA,2024-04-30,79.9,ECMWF
KMIA,2024-05-01,82.5,ECMWF
KMIA,2024-05-02,82.6,ECMWF
KMIA,2024-05-03,82.2,ECMWF
KMIA,2024-05-04,82.7,ECMWF
KMIA,2024-05-05,82.1,ECMWF
KMIA,2024-05-06,82.6,ECMWF
KMIA,2024-05-07,84.8,ECMWF
KMIA,2024-05-08,85.2,ECMWF
KMIA,2024-05-09,84.9,ECMWF
KMIA,2024-05-10,88.9,ECMWF
KMIA,2024-05-11,91.4,ECMWF
KMIA,2024-05-12,87.8,ECMWF
KMIA,2024-05-13,85.9,ECMWF
KMIA,2024-05-14,88.0,ECMWF
KMIA,2024-05-15,94.5,ECMWF
KMIA,2024-05-16,95.7,ECMWF
KMIA,2024-05-17,90.0,ECMWF
KMIA,2024-05-18,91.0,ECMWF
KMIA,2024-05-19,91.7,ECMWF
KMIA,2024-05-20,91.0,ECMWF
KMIA,2024-05-21,87.6,ECMWF
KMIA,2024-05-22,87.1,ECMWF
KMIA,2024-05-23,87.3,ECMWF
KMIA,2024-05-24,88.1,ECMWF
KMIA,2024-05-25,88.9,ECMWF
KMIA,2024-05-26,91.2,ECMWF
KMIA,2024-05-27,90.6,ECMWF
KMIA,2024-05-28,90.4,ECMWF
KMIA,2024-05-29,88.9,ECMWF
KMIA,2024-05-30,89.7,ECMWF
KMIA,2024-05-31,87.2,ECMWF
KMIA,2024-06-01,85.7,ECMWF
KMIA,2024-06-02,80.9,ECMWF
KMIA,2024-06-03,85.5,ECMWF
KMIA,2024-06-04,87.1,ECMWF
KMIA,2024-06-05,87.7,ECMWF
KMIA,2024-06-06,90.2,ECMWF
KMIA,2024-06-07,88.1,ECMWF
KMIA,2024-06-08,86.1,ECMWF
KMIA,2024-06-09,87.5,ECMWF
KMIA,2024-06-10,86.8,ECMWF
KMIA,2024-06-11,84.2,ECMWF
KMIA,2024-06-12,81.1,ECMWF
KMIA,2024-06-13,84.4,ECMWF
KMIA,2024-06-14,85.2,ECMWF
KMIA,2024-06-15,81.1,ECMWF
KMIA,2024-06-16,87.1,ECMWF
KMIA,2024-06-17,85.0,ECMWF
KMIA,2024-06-18,85.5,ECMWF
KMIA,2024-06-19,85.2,ECMWF
KMIA,2024-06-20,84.6,ECMWF
KMIA,2024-06-21,86.3,ECMWF
KMIA,2024-06-22,84.3,ECMWF
KMIA,2024-06-23,84.5,ECMWF
KMIA,2024-06-24,84.9,ECMWF
KMIA,2024-06-25,82.9,ECMWF
KMIA,2024-06-26,85.5,ECMWF
KMIA,2024-06-27,87.7,ECMWF
KMIA,2024-06-28,86.8,ECMWF
KMIA,2024-06-29,85.7,ECMWF
KMIA,2024-06-30,82.8,ECMWF
KMIA,2024-07-01,84.6,ECMWF
KMIA,2024-07-02,88.3,ECMWF
KMIA,2024-07-03,88.5,ECMWF
KMIA,2024-07-04,88.3,ECMWF
KMIA,2024-07-05,87.5,ECMWF
KMIA,2024-07-06,88.3,ECMWF
KMIA,2024-07-07,89.4,ECMWF
KMIA,2024-07-08,89.7,ECMWF
KMIA,2024-07-09,89.5,ECMWF
KMIA,2024-07-10,89.0,ECMWF
KMIA,2024-07-11,86.3,ECMWF
KMIA,2024-07-12,87.6,ECMWF
KMIA,2024-07-13,84.0,ECMWF
KMIA,2024-07-14,88.7,ECMWF
KMIA,2024-07-15,85.9,ECMWF
KMIA,2024-07-16,89.3,ECMWF
KMIA,2024-07-17,89.2,ECMWF
KMIA,2024-07-18,90.3,ECMWF
KMIA,2024-07-19,88.6,ECMWF
KMIA,2024-07-20,90.7,ECMWF
KMIA,2024-07-21,89.0,ECMWF
KMIA,2024-07-22,83.4,ECMWF
KMIA,2024-07-23,89.1,ECMWF
KMIA,2024-07-24,89.1,ECMWF
KMIA,2024-07-25,89.1,ECMWF
KMIA,2024-07-26,88.8,ECMWF
KMIA,2024-07-27,90.7,ECMWF
KMIA,2024-07-28,90.6,ECMWF
KMIA,2024-07-29,87.7,ECMWF
KMIA,2024-07-30,84.6,ECMWF
KMIA,2024-07-31,89.8,ECMWF
KMIA,2024-08-01,89.3,ECMWF
KMIA,2024-08-02,88.7,ECMWF
KMIA,2024-08-03,84.9,ECMWF
KMIA,2024-08-04,83.4,ECMWF
KMIA,2024-08-05,90.1,ECMWF
KMIA,2024-08-06,86.8,ECMWF
KMIA,2024-08-07,91.8,ECMWF
KMIA,2024-08-08,90.7,ECMWF
KMIA,2024-08-09,87.3,ECMWF
KMIA,2024-08-10,90.3,ECMWF
KMIA,2024-08-11,89.7,ECMWF
KMIA,2024-08-12,90.1,ECMWF
KMIA,2024-08-13,88.3,ECMWF
KMIA,2024-08-14,90.2,ECMWF
KMIA,2024-08-15,88.9,ECMWF
KMIA,2024-08-16,85.6,ECMWF
KMIA,2024-08-17,87.9,ECMWF
KMIA,2024-08-18,85.2,ECMWF
KMIA,2024-08-19,83.6,ECMWF
KMIA,2024-08-20,87.4,ECMWF
KMIA,2024-08-21,88.6,ECMWF
KMIA,2024-08-22,85.3,ECMWF
KMIA,2024-08-23,85.8,ECMWF
KMIA,2024-08-24,84.5,ECMWF
KMIA,2024-08-25,87.8,ECMWF
KMIA,2024-08-26,89.5,ECMWF
KMIA,2024-08-27,88.5,ECMWF
KMIA,2024-08-28,83.6,ECMWF
KMIA,2024-08-29,83.4,ECMWF
KMIA,2024-08-30,84.5,ECMWF
KMIA,2024-08-31,82.1,ECMWF
KMIA,2024-09-01,80.8,ECMWF
KMIA,2024-09-02,85.1,ECMWF
KMIA,2024-09-03,86.3,ECMWF
KMIA,2024-09-04,87.0,ECMWF
KMIA,2024-09-05,88.6,ECMWF
KMIA,2024-09-06,88.7,ECMWF
KMIA,2024-09-07,89.3,ECMWF
KMIA,2024-09-08,88.8,ECMWF
KMIA,2024-09-09,88.5,ECMWF
KMIA,2024-09-10,86.1,ECMWF
KMIA,2024-09-11,87.0,ECMWF
KMIA,2024-09-12,90.0,ECMWF
KMIA,2024-09-13,91.1,ECMWF
KMIA,2024-09-14,87.4,ECMWF
KMIA,2024-09-15,86.1,ECMWF
KMIA,2024-09-16,90.6,ECMWF
KMIA,2024-09-17,86.2,ECMWF
KMIA,2024-09-18,90.2,ECMWF
KMIA,2024-09-19,85.5,ECMWF
KMIA,2024-09-20,88.3,ECMWF
KMIA,2024-09-21,88.0,ECMWF
KMIA,2024-09-22,88.2,ECMWF
KMIA,2024-09-23,87.3,ECMWF
KMIA,2024-09-24,88.4,ECMWF
KMIA,2024-09-25,86.7,ECMWF
KMIA,2024-09-26,86.7,ECMWF
KMIA,2024-09-27,89.7,ECMWF
KMIA,2024-09-28,89.7,ECMWF
KMIA,2024-09-29,89.0,ECMWF
KMIA,2024-09-30,89.2,ECMWF
KMIA,2024-10-01,87.5,ECMWF
KMIA,2024-10-02,88.6,ECMWF
KMIA,2024-10-03,87.8,ECMWF
KMIA,2024-10-04,86.6,ECMWF
KMIA,2024-10-05,81.5,ECMWF
